food,Caloric Value,Fat,Saturated Fats,Monounsaturated Fats,Polyunsaturated Fats,Carbohydrates,Sugars,Protein,Dietary Fiber,Cholesterol,Sodium,Water,Vitamin A,Vitamin B1,Vitamin B11,Vitamin B12,Vitamin B2,Vitamin B3,Vitamin B5,Vitamin B6,Vitamin C,Vitamin D,Vitamin E,Vitamin K,Calcium,Copper,Iron,Magnesium,Manganese,Phosphorus,Potassium,Selenium,Zinc,Nutrition Density,Total_grams,Fat_per_100g,Carbohydrates_per_100g,Sugars_per_100g,Protein_per_100g,Dietary Fiber_per_100g,Sodium_per_100g,Water_per_100g,Calories_100g_494
honey smoked ham cooked,67,1.3,0.6,0.9,0.2,4.0,0.0,9.9,0.0,12.1,0.5,38.5,0.0,0.2,0.013,0.091,0.097,1.3,0.1,0.1,0.3,0.0,0.0,0.0,3.3,0.039,0.2,4.4,0.096,211.2,90.8,0.099,0.5,19.0,54.2,2.3985239852398523,7.380073800738007,0.0,18.265682656826566,0.0,0.9225092250922509,71.03321033210331,124.16974169741697
pork sirloin chops cooked,140,4.5,1.5,1.8,0.8,0.0,0.0,23.3,0.0,65.6,0.001,53.9,0.075,0.075,0.5,0.0,0.07,0.2,6.4,0.8,0.4,0.0,0.01,0.1,0.0,9.0,0.012,0.6,20.5,0.073,238.6,337.0,0.043,28.239,81.701,5.507888520336349,0.0,0.0,28.518622783074875,0.0,0.0012239752267414108,65.97226472136204,163.64548781532665
ham patties,205,18.3,6.6,8.6,2.0,1.1,0.0,8.3,0.0,45.5,0.7,35.4,0.0,0.3,0.061,0.084,0.1,2.0,0.2,0.1,0.0,0.0,0.0,0.0,5.2,0.039,0.7,6.5,0.064,96.9,155.4,0.075,1.0,33.6,63.8,28.683385579937305,1.724137931034483,0.0,13.009404388714735,0.0,1.09717868338558,55.4858934169279,317.0846394984326
pork feet cooked,67,4.5,1.2,2.3,0.4,0.0,0.0,6.2,0.0,30.3,0.046,17.8,0.0,0.08,0.014,0.048,0.029,0.2,0.047,0.081,0.0,0.0,0.054,0.0,0.0,0.014,0.3,1.4,0.017,23.2,9.3,0.04,0.3,11.0,28.546,15.764029986688152,0.0,0.0,21.719330203881455,0.0,0.16114341764170112,62.3554963917887,228.7535906957192
ground pork cooked,930,65.0,24.2,29.0,5.9,0.0,0.0,80.4,0.0,294.2,0.2,165.1,0.01,2.2,0.005,0.058,0.7,13.2,1.6,1.2,2.2,0.066,0.7,0.0,68.9,0.1,4.0,75.1,0.081,707.4,1133.1,0.1,10.0,220.513,310.7,20.92050209205021,0.0,0.0,25.877051818474417,0.0,0.0643707756678468,53.13807531380753,291.79272610234955
pork centre loin chops cooked,328,17.4,5.5,6.6,2.1,0.0,0.0,40.2,0.0,131.9,0.065,97.8,0.2,0.021,0.9,0.0,0.059,0.4,12.8,1.0,1.1,0.0,0.089,0.2,0.0,37.7,0.1,1.2,39.3,0.005,345.4,540.1,0.07,59.0,155.465,11.192229762325924,0.0,0.0,25.857910140546103,0.0,0.04181005370983823,62.90805004341813,204.16170842311772
pork leg cap steak cooked,307,8.6,2.6,3.7,1.1,0.0,0.0,53.5,0.0,157.1,0.1,133.3,0.0,0.9,0.071,0.068,0.8,15.9,1.5,0.8,0.0,0.0,0.2,0.0,13.6,0.1,1.9,44.6,0.061,428.7,710.0,0.035,8.0,77.6,195.5,4.398976982097187,0.0,0.0,27.365728900255753,0.0,0.05115089514066497,68.18414322250639,149.0537084398977
pork splean cooked,446,9.6,3.2,2.6,0.7,0.0,0.0,84.3,0.0,1507.0,0.3,199.4,0.0,0.4,0.002,0.071,0.8,17.8,2.7,0.2,34.7,0.0,0.0,0.0,38.9,0.4,66.5,44.9,0.1,846.2,678.7,0.1,10.6,234.0,293.6,3.2697547683923704,0.0,0.0,28.7125340599455,0.0,0.10217983651226158,67.91553133514986,144.27792915531333
chopped ham,50,2.9,1.0,1.4,0.4,1.2,0.0,4.6,0.0,16.5,0.3,18.3,0.0,0.2,0.008,0.006,0.035,1.1,0.0,0.01,0.0,0.025,0.087,0.0,2.0,0.049,0.2,4.5,0.0,43.4,89.3,0.098,0.5,10.9,27.3,10.622710622710622,4.395604395604395,0.0,16.849816849816847,0.0,1.0989010989010988,67.03296703296704,180.58608058608058
pork blade chops cooked,265,14.6,4.3,5.1,1.9,1.1,0.0,32.4,0.0,100.9,0.072,81.4,0.069,0.8,0.0,0.068,0.3,10.1,1.5,0.7,0.0,0.028,0.3,0.0,10.5,0.1,1.2,31.4,0.076,355.0,533.2,0.085,3.0,59.882,129.572,11.267866514370388,0.8489488469731115,0.0,25.005402401753464,0.0,0.05556756089278547,62.822214676010255,204.8282036242398
boston butt steak cooked,494,32.7,12.2,14.8,3.8,0.0,0.0,46.4,0.0,181.3,0.1,101.7,0.066,0.9,0.0,0.064,0.7,7.2,2.4,0.8,0.0,0.051,0.2,0.0,48.1,0.2,3.2,42.6,0.063,384.8,564.3,0.04,9.0,130.498,180.89999999999998,18.076285240464347,0.0,0.0,25.649530127142068,0.0,0.05527915975677171,56.21890547263683,265.2846876727474
pork blade steak braised,694,44.7,16.6,20.1,5.3,0.087,0.0,68.2,0.0,256.1,0.4,148.2,0.4,0.0,1.1,0.0,0.1,0.9,9.5,3.5,1.2,0.0,0.032,0.3,0.0,71.3,0.5,4.5,52.8,0.06,599.3,976.8,0.1,115.063,261.587,17.088005137870002,0.03325853348981409,0.0,26.071632000061168,0.0,0.1529127976543177,56.654191530924706,258.21160837503396
pork boston steaks cooked,438,28.1,10.1,12.5,2.5,0.0,0.0,43.2,0.0,160.6,0.1,96.8,0.06,1.2,0.096,0.046,0.7,6.9,1.2,0.5,0.5,0.091,0.5,0.0,60.8,0.003,2.4,35.5,0.037,354.9,550.9,0.06,7.6,135.049,168.2,16.706302021403094,0.0,0.0,25.68370986920333,0.0,0.05945303210463734,57.55053507728894,253.09155766944116
bacon cooked,43,3.1,1.1,1.4,0.5,0.068,0.0,3.5,0.0,10.1,0.2,1.9,0.053,0.0,0.031,0.0,0.037,0.066,1.0,0.1,0.047,0.0,0.0,0.009,0.0,1.2,0.047,0.1,3.1,0.071,35.4,47.8,0.064,6.747,8.768,35.355839416058394,0.7755474452554745,0.0,39.91788321167883,0.0,2.281021897810219,21.669708029197075,480.97627737226276
pickled pork hocks,48,3.0,0.9,1.5,0.3,0.0,0.0,5.4,0.0,25.2,0.3,19.2,0.055,0.056,0.058,0.061,0.066,0.3,0.02,0.047,0.0,0.0,0.047,0.0,5.4,0.063,0.3,1.7,0.018,17.0,13.3,0.089,0.7,14.146,27.9,10.75268817204301,0.0,0.0,19.35483870967742,0.0,1.0752688172043012,68.81720430107528,174.19354838709677
pork boston roast cooked,705,49.4,18.3,21.7,4.6,0.0,0.0,60.5,0.0,225.3,0.2,150.6,0.061,1.7,0.084,0.041,0.9,10.6,1.7,0.6,1.8,0.029,0.5,0.0,73.4,0.3,3.8,47.2,0.052,516.1,869.8,0.022,10.4,188.948,260.7,18.94898350594553,0.0,0.0,23.20675105485232,0.0,0.07671653241273495,57.767548906789415,263.36785577291903
canadian style bacon grilled,43,2.0,0.7,0.9,0.2,0.3,0.0,5.7,0.0,13.6,0.4,14.5,0.0,0.2,0.07,0.03,0.054,1.6,0.1,0.1,0.0,0.048,0.061,0.0,2.4,0.043,0.2,4.9,0.023,69.6,91.7,0.058,0.4,10.6,22.9,8.733624454148472,1.310043668122271,0.0,24.890829694323145,0.0,1.7467248908296946,63.31877729257642,183.4061135371179
ham steak,70,2.4,0.8,1.1,0.3,0.0,0.0,11.1,0.0,25.7,0.7,41.2,0.0,0.5,0.064,0.08,0.1,2.9,0.4,0.2,18.4,0.0,0.0,0.0,2.3,0.05,0.6,10.8,0.011,148.2,185.3,0.068,1.2,34.8,55.400000000000006,4.332129963898916,0.0,0.0,20.036101083032488,0.0,1.2635379061371839,74.36823104693141,119.1335740072202
pork backfat,3683,402.3,146.1,190.3,46.9,0.0,0.0,13.2,0.0,258.6,0.064,34.9,0.032,0.4,0.072,0.035,0.2,4.5,0.5,0.2,0.5,0.003,0.0,0.0,9.1,0.094,0.8,9.1,0.082,172.4,294.8,0.063,1.7,425.932,450.464,89.30791361795838,0.0,0.0,2.930311856219365,0.0,0.014207572636215103,7.747566953186048,815.4924699865028
bacon baked,44,3.5,1.1,1.5,0.4,0.1,0.0,2.9,0.0,8.7,0.2,1.0,0.0,0.052,0.09,0.095,0.053,0.058,0.9,0.077,0.084,0.0,0.0,0.038,0.047,0.8,0.054,0.1,2.4,0.078,41.0,43.7,0.003,6.673,7.7,45.45454545454545,1.2987012987012987,0.0,37.662337662337656,0.0,2.5974025974025974,12.987012987012985,564.9350649350649
pork arm picnic cooked,5292,322.7,109.3,139.0,62.7,0.0,0.0,560.3,0.0,1936.7,2.2,1351.9,0.007,9.9,0.1,0.086,7.3,119.5,27.0,7.8,0.0,0.062,5.9,0.0,360.3,2.4,20.7,495.4,0.5,5404.8,8039.6,0.7,69.8,1264.074,2237.1000000000004,14.424925126279556,0.0,0.0,25.045818246837413,0.0,0.09834160296812837,60.43091502391489,230.00759912386565
pork top loin chops cooked,270,11.2,4.3,4.9,1.7,0.0,0.0,39.4,0.0,97.2,0.064,84.3,0.062,0.02,0.7,0.0,0.067,0.3,13.4,1.4,0.7,0.0,0.043,0.3,0.0,16.2,0.1,1.2,31.1,0.052,298.4,352.4,0.079,51.481,134.964,8.29850923209152,0.0,0.0,29.1929699771791,0.0,0.04742005275480869,62.461100737974576,191.4584629975401
pork chitterlings cooked,66,5.8,2.7,2.0,0.3,0.0,0.0,3.5,0.0,78.4,0.078,19.2,0.0,0.0,0.099,0.024,0.056,0.093,0.065,0.059,0.0,0.0,0.0,0.083,0.0,7.1,0.056,0.4,2.5,0.033,18.7,4.0,0.07,9.329,28.578,20.295332073623065,0.0,0.0,12.247183147875988,0.0,0.2729372244383792,67.18454755406256,231.64672125411153
pork breakfast strips cooked,52,4.1,1.4,1.9,0.6,0.1,0.0,3.3,0.0,11.9,0.2,3.0,0.0,0.039,0.02,0.02,0.073,0.9,0.1,0.068,0.0,0.066,0.057,0.0,1.6,0.054,0.2,2.9,0.085,29.9,52.7,0.061,0.4,9.3,10.7,38.31775700934579,0.9345794392523366,0.0,30.8411214953271,0.0,1.869158878504673,28.037383177570096,471.9626168224298
pork blade roll roasted,1079,88.3,31.5,41.5,9.4,1.4,0.0,65.0,0.0,251.9,3.7,211.2,0.0,1.7,0.032,0.007,1.1,8.9,2.9,0.8,12.0,0.0,0.0,0.0,26.3,0.3,3.3,48.9,0.098,586.6,729.4,0.1,9.2,196.3,369.59999999999997,23.89069264069264,0.3787878787878788,0.0,17.58658008658009,0.0,1.0010822510822512,57.14285714285714,286.8777056277056
pork tail cooked,1089,98.5,34.2,46.4,10.8,0.0,0.0,46.8,0.0,354.8,0.093,128.4,0.0,0.2,0.002,0.061,0.2,3.1,1.2,0.7,0.0,0.0,0.0,0.0,38.5,0.2,2.2,19.3,0.087,129.3,431.8,0.087,4.5,186.0,273.793,35.97608412194614,0.0,0.0,17.093205450833292,0.0,0.033967267242040515,46.89674315997853,392.1575789008484
pork centre rib roasts roasted,1942,114.9,42.6,48.4,19.4,0.0,0.0,211.3,0.0,610.7,0.7,452.3,0.8,0.041,4.1,0.0,0.018,2.3,74.3,11.6,3.8,0.0,0.094,1.6,0.0,148.8,0.7,7.5,164.4,0.063,1800.9,2129.8,0.3,331.5,779.2,14.745893223819301,0.0,0.0,27.11755646817248,0.0,0.08983572895277206,58.04671457905543,241.18326488706364
minced ham,55,4.3,1.5,2.0,0.5,0.4,0.0,3.4,0.0,14.7,0.3,12.0,0.0,0.1,0.094,0.059,0.073,0.9,0.094,0.081,0.0,0.058,0.012,0.0,2.1,0.029,0.2,3.4,0.074,33.0,65.3,0.048,0.4,10.4,20.4,21.07843137254902,1.9607843137254906,0.0,16.666666666666668,0.0,1.4705882352941175,58.82352941176471,264.2156862745098
ham roasted,316,21.3,7.1,9.9,2.5,0.6,0.0,28.7,0.0,86.8,1.3,85.3,0.0,1.1,0.033,0.054,0.4,7.4,1.0,0.4,19.6,0.0,0.0,0.0,11.2,0.2,1.9,23.8,0.084,340.2,499.8,0.053,3.5,83.3,137.2,15.524781341107873,0.43731778425655976,0.0,20.918367346938776,0.0,0.9475218658892128,62.17201166180758,225.1457725947522
pork backribs roasted,2564,188.9,68.5,81.6,31.0,0.0,0.0,202.0,0.0,737.5,0.8,481.3,1.7,0.023,4.0,0.0,0.08,2.9,67.0,11.1,3.6,0.0,0.068,2.2,0.0,403.9,0.9,8.1,149.3,0.065,1448.7,2107.2,0.3,397.1,873.0,21.63802978235968,0.0,0.0,23.13860252004582,0.0,0.09163802978235967,55.131729667812145,287.2966781214204
ham extra lean,45,2.3,0.8,1.1,0.3,0.6,0.0,5.1,0.0,14.8,0.4,18.7,0.0,0.2,0.022,0.097,0.028,1.4,0.1,0.1,0.0,0.094,0.04,0.0,2.0,0.075,0.3,5.0,0.049,66.1,83.2,0.041,0.6,10.3,27.1,8.487084870848708,2.214022140221402,0.0,18.819188191881917,0.0,1.4760147601476015,69.00369003690037,160.51660516605165
pork feet pickled,635,45.5,13.4,25.8,3.6,0.029,0.0,52.8,0.0,376.5,4.3,340.2,0.098,0.031,0.061,0.003,0.085,1.0,1.2,0.058,0.0,0.01,1.0,0.0,145.2,0.2,1.4,49.9,0.049,394.6,59.0,0.003,0.9,245.019,442.829,10.274846498309731,0.006548803262658949,0.0,11.923338354082501,0.0,0.9710294492908098,76.8242368950543,140.19316711416823
pork shoulder cooked,394,28.9,10.6,12.8,2.8,0.0,0.0,31.4,0.0,121.5,0.001,74.0,0.004,0.8,0.065,0.007,0.4,5.4,0.8,0.4,0.7,0.007,0.3,0.0,32.4,0.2,1.8,24.3,0.084,286.2,444.2,0.026,5.0,95.226,134.301,21.51882711223297,0.0,0.0,23.3803173468552,0.0,0.0007445960938488917,55.10011094481799,287.1907133975175
pork top loin roasts roasted,1628,74.8,24.1,29.8,8.5,0.0,0.0,224.3,0.0,678.4,0.4,540.7,0.7,0.011,4.6,0.0,0.051,2.0,60.2,5.7,5.9,0.0,0.017,0.9,0.0,59.4,0.7,5.4,212.0,0.052,1891.0,2959.5,0.3,306.4,840.2,8.902642228040941,0.0,0.0,26.696024756010473,0.0,0.047607712449416806,64.35372530349916,186.90787907641038
pork skin,154,8.9,3.2,4.2,1.0,0.0,0.0,17.3,0.0,26.9,0.5,0.5,0.037,0.009,0.0,0.036,0.034,0.4,0.1,0.096,0.1,0.0,0.1,0.0,8.5,0.033,0.2,3.1,0.066,24.1,35.9,0.062,0.2,35.03,27.200000000000003,32.720588235294116,0.0,0.0,63.60294117647059,0.0,1.8382352941176467,1.8382352941176467,548.8970588235294
pork country style ribs cooked,235,15.2,5.4,6.6,1.8,0.0,0.0,22.8,0.0,88.6,0.049,46.4,0.098,0.4,0.0,0.016,0.2,4.8,1.2,0.4,0.0,0.09,0.1,0.0,29.2,0.072,1.2,19.8,0.025,173.7,247.7,0.026,3.6,68.402,84.449,17.999028999751328,0.0,0.0,26.998543499626997,0.0,0.05802318559130362,54.94440431503037,269.98543499626993
pork tenderloin cooked,153,6.2,2.2,2.5,0.6,0.0,0.0,22.7,0.0,71.4,0.091,46.4,0.017,0.7,0.051,0.014,0.3,3.8,0.7,0.4,0.8,0.0,0.0,0.0,3.8,0.045,1.1,26.6,0.072,220.4,337.4,0.082,2.2,34.679,75.39099999999999,8.223793290976378,0.0,0.0,30.109694791155444,0.0,0.12070406281916941,61.54580785504902,194.4529187834092
pork loin cooked,213,12.1,4.5,5.4,1.0,0.0,0.0,24.2,0.0,71.2,0.077,51.9,0.008,0.6,0.066,0.024,0.2,3.9,0.6,0.3,0.5,0.007,0.2,0.0,18.7,0.006,1.0,16.9,0.033,161.1,332.9,0.02,2.1,56.575,88.27699999999999,13.706854560077938,0.0,0.0,27.413709120155875,0.0,0.08722543810958688,58.792210881656615,233.01652752132495
pork ears cooked,184,12.0,4.3,5.5,1.3,0.2,0.0,17.7,0.0,99.9,0.2,80.6,0.0,0.004,0.0,0.0,0.07,0.6,0.051,0.066,0.0,0.0,0.0,0.0,20.0,0.086,1.7,7.8,0.086,26.6,44.4,0.044,0.2,51.6,110.69999999999999,10.840108401084011,0.1806684733514002,0.0,15.989159891598916,0.0,0.1806684733514002,72.80939476061428,162.24028906955738
pork tongue cooked,626,43.0,14.9,20.2,4.5,0.0,0.0,55.7,0.0,337.3,0.3,131.4,0.0,0.7,0.019,0.077,1.2,12.3,1.2,0.5,3.9,0.0,0.0,0.0,43.9,0.3,11.5,46.2,0.054,401.9,547.5,0.04,10.5,158.0,230.4,18.663194444444446,0.0,0.0,24.175347222222225,0.0,0.13020833333333331,57.03125,264.6701388888889
ham patties grilled,205,18.5,6.7,8.8,2.0,1.0,0.0,8.0,0.0,43.2,0.6,30.8,0.0,0.2,0.034,0.046,0.1,1.9,0.2,0.085,0.0,0.056,0.3,0.0,5.4,0.043,1.0,6.0,0.045,60.6,146.4,0.028,1.1,33.9,58.900000000000006,31.409168081494055,1.6977928692699489,0.0,13.582342954159591,0.0,1.0186757215619693,52.292020373514426,343.80305602716464
chicken skin roasted,508,45.6,12.8,19.1,9.6,0.0,0.0,22.8,0.0,93.0,0.028,45.1,0.083,0.021,0.08,0.099,0.1,6.3,0.8,0.1,0.0,0.026,0.4,0.032,15.7,0.034,1.7,16.8,0.083,140.0,152.3,0.2,1.4,85.844,113.52800000000002,40.16630258614614,0.0,0.0,20.08315129307307,0.0,0.02466351913184412,39.72588260164893,441.8293284476075
chicken wing cooked,52,3.5,1.0,1.4,0.8,0.0,0.0,4.8,0.0,14.7,0.086,13.1,0.041,0.036,0.071,0.092,0.097,1.0,0.1,0.086,0.0,0.022,0.052,0.092,2.5,0.095,0.2,3.4,0.041,25.4,29.2,0.092,0.3,11.058,21.486,16.289676998976077,0.0,0.0,22.34012845573862,0.0,0.40026063483198354,60.969933910453314,235.96760681373917
turkey roast roasted,209,7.8,2.6,1.6,2.2,4.1,0.0,28.8,0.0,71.6,0.9,91.6,0.0,0.058,0.054,0.079,0.2,8.5,1.1,0.4,0.0,0.084,0.5,0.09,6.8,0.037,2.2,29.7,0.066,329.4,402.3,0.081,3.4,49.7,133.2,5.855855855855856,3.078078078078078,0.0,21.62162162162162,0.0,0.6756756756756757,68.76876876876878,151.5015015015015
chicken back cooked,93,6.5,1.8,2.6,1.4,0.0,0.0,8.0,0.0,28.1,0.091,21.9,0.005,0.026,0.035,0.052,0.035,1.6,0.3,0.048,0.0,0.084,0.074,0.051,6.5,0.052,0.4,5.8,0.016,43.2,52.2,0.055,0.7,21.425,36.491,17.812611328820804,0.0,0.0,21.92321394316407,0.0,0.24937655860349126,60.014798169411634,248.0063577320435
chicken leg fried,431,25.5,6.8,10.4,6.1,13.8,0.0,34.4,0.5,142.2,0.4,82.3,0.07,0.2,0.089,0.056,0.3,8.6,1.6,0.4,0.0,0.0,0.0,0.0,28.4,0.1,2.2,31.6,0.043,240.2,298.6,0.041,3.4,104.858,156.89999999999998,16.252390057361378,8.795411089866159,0.0,21.924792861695348,0.31867431485022313,0.25493945188017847,52.45379222434672,269.1523263224984
chicken feet cooked,975,66.2,17.8,24.9,13.5,0.9,0.0,88.0,0.0,381.0,0.3,298.5,0.1,0.3,0.4,0.011,0.9,1.8,0.0,0.052,0.0,0.068,1.2,0.036,399.2,0.5,4.1,22.7,0.0,376.5,140.6,0.033,3.1,558.5,453.90000000000003,14.584710288609825,0.19828155981493717,0.0,19.38753029301608,0.0,0.06609385327164573,65.7633840052875,209.6056400088125
turkey steak fried,179,10.8,2.8,4.4,2.8,10.9,0.0,9.1,0.0,41.0,0.5,31.6,0.092,0.075,0.071,0.088,0.1,1.3,0.3,0.1,0.0,0.0,0.0,0.0,9.0,0.01,1.4,9.6,0.028,149.8,166.4,0.013,0.9,41.229,62.900000000000006,17.170111287758345,17.32909379968203,0.0,14.46740858505564,0.0,0.7949125596184419,50.23847376788553,281.71701112877577
turkey taco meat cooked,271,13.9,3.2,4.7,3.9,5.5,0.0,30.7,0.0,129.9,1.2,128.1,0.0,0.1,0.051,0.062,0.6,5.5,1.1,0.5,0.0,0.0,0.5,0.089,126.3,0.072,3.3,49.4,0.3,329.4,543.5,0.067,4.6,179.7,179.39999999999998,7.74804905239688,3.06577480490524,0.0,17.112597547380158,0.0,0.6688963210702342,71.4046822742475,150.4459308807135
chicken neck cooked,94,6.9,1.9,2.7,1.5,0.0,0.0,7.5,0.0,26.6,0.085,23.5,0.065,0.05,0.078,0.079,0.035,1.3,0.2,0.033,0.0,0.087,0.1,0.032,10.3,0.065,0.9,4.9,0.095,46.4,41.0,0.054,1.0,25.616,37.985,18.165065157298933,0.0,0.0,19.744636040542318,0.0,0.223772541792813,61.86652626036594,242.46413057785966
chicken drumstick fried,193,11.3,3.0,4.6,2.7,6.0,0.0,15.8,0.2,61.9,0.2,38.0,0.028,0.049,0.065,0.061,0.2,3.7,1.2,0.2,0.0,0.0,0.0,0.0,12.2,0.063,1.0,14.4,0.004,105.8,133.9,0.018,1.7,46.519,71.5,15.804195804195805,8.391608391608392,0.0,22.0979020979021,0.27972027972027974,0.27972027972027974,53.14685314685315,264.1958041958042
quail egg,14,1.0,0.3,0.4,0.1,0.08,0.048,1.2,0.0,76.0,0.042,6.7,0.083,0.014,0.089,0.039,0.001,0.076,0.2,0.016,0.0,0.047,0.03,0.01,5.8,0.078,0.3,1.2,0.061,20.3,11.9,0.091,0.1,8.343,9.07,11.025358324145534,0.8820286659316428,0.5292171995589856,13.23042998897464,0.0,0.4630650496141125,73.8699007717751,155.67805953693494
duck meat cooked,472,39.7,13.5,18.1,5.1,0.0,0.0,26.6,0.0,117.6,0.041,72.6,0.008,0.2,0.073,0.098,0.4,6.8,1.5,0.3,0.0,0.067,1.0,0.047,15.4,0.3,3.8,22.4,0.071,218.4,285.6,0.092,2.6,85.544,138.941,28.573279305604537,0.0,0.0,19.14481686471236,0.0,0.029508928250120553,52.25239490143297,333.7387812092903
chicken wing roasted,216,14.3,4.2,6.6,3.1,0.0,0.0,20.2,0.0,119.9,0.039,50.5,0.073,0.017,0.005,0.069,0.08,0.1,5.4,0.8,0.5,0.0,0.094,0.6,0.024,15.3,0.092,0.7,16.2,0.095,125.0,180.2,0.032,35.155,85.039,16.815813920671694,0.0,0.0,23.753807076753017,0.0,0.04586131069274098,59.38451769188254,246.35755359305733
quail meat cooked,1028,63.9,17.9,22.2,15.8,0.0,0.0,113.7,0.0,389.6,0.2,271.8,0.3,1.0,0.098,0.02,1.4,35.9,0.0,2.8,10.4,0.003,3.2,0.074,68.0,2.7,20.1,99.7,0.0,1263.9,978.5,0.063,14.0,276.4,449.6,14.212633451957293,0.0,0.0,25.28914590747331,0.0,0.04448398576512455,60.45373665480427,229.07028469750887
goose meat cooked,427,30.7,9.6,14.4,3.5,0.0,0.0,35.2,0.0,127.4,0.089,72.7,0.081,0.1,0.039,0.076,0.5,5.8,2.1,0.5,0.0,0.002,2.4,0.026,18.2,0.4,4.0,30.8,0.082,378.0,460.6,0.047,3.7,88.168,138.68900000000002,22.135857926728143,0.0,0.0,25.380527655401654,0.0,0.06417235685598713,52.41944206101421,300.7448319621599
chicken breast cooked,114,4.5,1.3,1.8,1.0,0.0,0.0,17.3,0.0,48.7,0.058,36.2,0.08,0.018,0.092,0.074,0.056,7.4,0.5,0.3,0.0,0.019,0.2,0.004,8.1,0.012,0.6,15.7,0.024,124.1,142.1,0.046,0.6,30.552,58.05800000000001,7.750869819835336,0.0,0.0,29.79778841847807,0.0,0.0999000999000999,62.35144166178649,188.94898205243032
duck egg,130,9.6,2.6,4.6,0.9,1.0,0.7,9.0,0.0,618.8,0.1,49.6,0.1,0.1,0.09,0.02,0.3,0.1,1.3,0.2,0.0,0.026,0.9,0.098,44.8,0.035,2.7,11.9,0.058,154.0,155.4,0.058,1.0,67.2,70.0,13.714285714285715,1.4285714285714286,1.0,12.857142857142856,0.0,0.14285714285714285,70.85714285714286,180.57142857142858
turkey meat roasted,284,11.1,3.2,4.0,3.2,0.031,0.0,42.8,0.0,163.5,0.2,95.3,0.004,0.073,0.083,0.019,0.4,14.4,1.4,0.9,0.0,0.091,0.1,0.0,21.0,0.1,1.6,45.0,0.053,334.5,358.5,0.022,3.7,76.629,149.43099999999998,7.428177553519685,0.02074536073505498,0.0,28.641981918075903,0.0,0.1338410370003547,63.77525413066901,181.504507096921
ground chicken cooked,474,27.4,7.8,12.2,5.2,0.0,0.0,58.4,0.0,268.6,0.2,162.9,0.2,0.0,0.3,0.093,0.079,0.8,17.8,3.3,1.4,0.0,0.0,1.0,0.044,20.1,0.2,2.3,70.3,0.038,587.3,1699.3,0.047,87.678,248.9,11.008437123342707,0.0,0.0,23.463238248292487,0.0,0.08035355564483729,65.44797107271997,192.9288871032543
turkey wing cooked,426,23.1,6.3,8.7,5.5,0.0,0.0,50.9,0.0,150.7,0.1,110.7,0.0,0.092,0.095,0.051,0.2,10.7,1.1,0.8,0.0,0.03,0.3,0.0,44.6,0.1,2.7,46.5,0.05,366.4,494.8,0.026,3.9,121.3,184.8,12.5,0.0,0.0,27.543290043290042,0.0,0.05411255411255411,59.9025974025974,222.67316017316017
turkey breast roasted,3266,128.0,36.3,42.3,31.1,0.0,0.0,496.1,0.0,1278.7,1.1,1092.4,0.0,1.0,0.1,0.004,2.3,110.0,11.0,8.3,0.0,0.0,0.0,0.0,362.9,0.8,24.2,466.6,0.3,3628.8,4976.6,0.5,35.1,1011.2,1717.6000000000001,7.452258965999067,0.0,0.0,28.883325570563578,0.0,0.06404285048905449,63.6003726129483,182.60363297624593
chicken fajita strips,13,0.5,0.2,0.2,0.1,0.2,0.0,1.7,0.0,8.3,0.044,6.6,0.041,0.028,0.062,0.011,0.021,0.4,0.005,0.049,0.0,0.0,0.031,0.015,1.2,0.034,0.097,2.1,0.099,26.0,26.7,0.018,0.1,3.66,9.044,5.5285272003538255,2.21141088014153,0.0,18.796992481203006,0.0,0.48651039363113663,72.9765590446705,133.79035824856257
crispy chicken strips tyson,145,6.0,7.7,14.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,900.0
chocolate pudding fat free,105,0.3,0.0,0.0,0.0,23.6,17.8,2.2,0.3,1.1,0.1,86.1,0.0,0.021,0.06,0.069,0.046,0.022,0.2,0.084,0.0,0.0,0.0,0.098,44.1,0.035,1.9,17.0,0.04,61.0,235.0,0.052,0.3,72.4,130.4,0.2300613496932515,18.098159509202453,13.650306748466257,1.687116564417178,0.2300613496932515,0.07668711656441718,66.02760736196318,81.21165644171779
tapioca pudding,143,4.3,1.1,2.8,0.088,23.9,16.4,2.1,0.0,1.1,0.2,79.0,0.0,0.025,0.003,0.021,0.1,0.031,0.3,0.052,0.3,0.0,0.2,0.01,78.1,0.026,0.1,6.6,0.096,66.0,101.2,0.0,0.2,108.8,125.9,3.415409054805401,18.983320095313736,13.02621127879269,1.6679904686258933,0.0,0.15885623510722796,62.748212867355036,113.34392374900713
tapioca pudding fat free,105,0.4,0.1,0.08,0.067,23.9,15.9,1.6,0.0,1.1,0.2,85.4,0.0,0.044,0.096,0.012,0.043,0.1,0.056,0.039,0.3,0.0,0.072,0.0,58.2,0.004,0.1,5.6,0.023,73.9,78.4,0.0,0.2,84.5,127.4,0.3139717425431711,18.759811616954472,12.480376766091052,1.2558869701726845,0.0,0.15698587127158556,67.03296703296704,82.88854003139717
